Account,trade_date,sentiment,daily_pnl,trades,win_rate,avg_leverage,avg_size_tokens
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-03-28,Fear,75.571346,5,1.0,1570.816,106.24399999999999
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-04-01,Fear,0.0,3,0.0,21913.570000000003,1590.3600000000004
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-04-03,Fear,0.0,2,0.0,4633.21,380.395
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-04-05,Fear,0.0,3,0.0,5016.616666666667,420.68666666666667
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-04-07,Extreme Fear,-3738.858582,11,0.0,1834.1436363636365,147.64270181818182
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-04-08,Extreme Fear,53.23057300000001,12,0.16666666666666666,3324.7191666666663,0.04197416666666667
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-04-09,Extreme Fear,1133.392612,14,0.6428571428571429,9593.825714285715,65.91704714285714
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-04-10,Fear,2439.796492,33,0.7272727272727273,28108.22333333333,0.35505484848484853
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-04-11,Fear,0.0,3,0.0,15.089999999999998,0.00018
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-04-12,Fear,6970.110365,94,0.1595744680851064,34762.61542553191,0.41493117021276593
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-04-13,Neutral,1143.116049,11,0.36363636363636365,42254.491818181814,1.1056845454545454
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-04-14,Fear,-177.53063200000003,16,0.125,2641.681875,0.031396875
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-04-15,Fear,1050.700618,42,0.6428571428571429,9509.835714285713,0.111305
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-04-16,Fear,4073.088698,43,0.4186046511627907,43738.94093023256,0.5155348837209303
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-04-18,Fear,686.337415,17,0.7647058823529411,14838.088235294117,2.4499876470588235
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-04-19,Fear,6157.875838,30,0.43333333333333335,62434.32333333334,7.485235333333334
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-04-20,Fear,0.0,4,0.0,75197.9575,0.8825274999999999
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-04-21,Fear,-1266.1655309999999,48,0.4583333333333333,36978.16291666667,0.8406020833333333
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-04-22,Neutral,181.595515,16,0.3125,43553.27375,10.1063925
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-04-23,Greed,11.821330999999999,7,0.42857142857142855,48161.177142857145,0.5282928571428571
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-04-24,Greed,4386.261905,28,0.5357142857142857,48998.24,0.5239314285714286
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-04-25,Greed,236.29054399999998,21,0.5238095238095238,28966.81666666667,0.3105804761904762
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-04-26,Greed,0.0,12,0.0,15356.455,10.540664999999999
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-04-28,Neutral,-826.1984219999998,21,0.6666666666666666,22046.432857142856,0.23375904761904764
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-04-29,Greed,5588.097222,32,0.5,53669.997187500005,72.5517359375
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-04-30,Greed,0.0,14,0.0,26220.644285714287,47.11585214285714
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-05-01,Neutral,581.52265,11,0.7272727272727273,9967.33909090909,67.66636363636364
0x6d6a4b953f202f8df5bed40692e7fd865318264a,2024-12-14,Extreme Greed,338.70542,1,1.0,479.46,24.92
0x6d6a4b953f202f8df5bed40692e7fd865318264a,2024-12-21,Greed,20.500746,1,1.0,24.68,0.74
0x6d6a4b953f202f8df5bed40692e7fd865318264a,2025-02-01,Greed,0.0,1,0.0,2482.57,94.74
0x6d6a4b953f202f8df5bed40692e7fd865318264a,2025-03-27,Fear,0.249123,2,0.5,213.125,15.085
0x6d6a4b953f202f8df5bed40692e7fd865318264a,2025-04-04,Fear,15.044176,1,1.0,389.89,866.6
0x6d6a4b953f202f8df5bed40692e7fd865318264a,2025-04-19,Fear,0.0,1,0.0,100.04,5.55
0x6d6a4b953f202f8df5bed40692e7fd865318264a,2025-04-24,Greed,36.469898,1,1.0,573.94,46.7
0x72743ae2822edd658c0c50608fd7c5c501b2afbd,2024-12-22,Greed,1385.665156,1,1.0,6276.5,1.9037
0x72743ae2822edd658c0c50608fd7c5c501b2afbd,2025-04-18,Fear,-78.869991,1,0.0,525.05,3.93
0x72743ae2822edd658c0c50608fd7c5c501b2afbd,2025-04-22,Neutral,0.0,1,0.0,3298.93,3112.2
0x72743ae2822edd658c0c50608fd7c5c501b2afbd,2025-04-23,Greed,0.0,2,0.0,1194.56,1035.15
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2024-09-20,Neutral,0.0,2,0.0,8491.085000000001,2291.305
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2024-09-24,Neutral,0.0,1,0.0,6113.57,1573.23
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2024-09-26,Neutral,0.0,4,0.0,3667.7400000000002,920.5475
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2024-09-27,Greed,0.0,26,0.0,689.6884615384616,169.49653846153845
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2024-09-28,Greed,0.0,3,0.0,6470.28,1579.6266666666668
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2024-09-30,Greed,0.0,46,0.0,320.8828260869565,78.35239130434783
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2024-10-25,Greed,7846.42051,4,1.0,5257.4275,1805.435
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2024-11-29,Extreme Greed,573.585288,1,1.0,573.59,171.22
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2024-12-12,Extreme Greed,0.0,9,0.0,1053.6444444444444,58.873333333333335
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2024-12-13,Extreme Greed,0.0,21,0.0,1641.9295238095237,93.72714285714285
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2024-12-14,Extreme Greed,0.0,22,0.0,1506.6840909090906,71.89363636363636
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2024-12-15,Extreme Greed,0.0,6,0.0,1419.1766666666665,63.61166666666667
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2024-12-16,Extreme Greed,0.0,19,0.0,2272.536315789474,93.44315789473684
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2024-12-17,Extreme Greed,0.0,7,0.0,3196.2014285714286,113.84571428571428
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2024-12-18,Extreme Greed,0.0,14,0.0,3548.3771428571426,142.65
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2024-12-20,Greed,0.0,14,0.0,4344.469285714285,180.10999999999999
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2024-12-23,Greed,0.0,14,0.0,2325.0835714285713,87.66785714285713
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2024-12-25,Greed,0.0,1,0.0,28677.0,1000.0
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2024-12-27,Greed,0.0,2,0.0,117.07499999999999,4.115
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2024-12-28,Greed,0.0,14,0.0,3559.6700000000005,129.45142857142858
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2024-12-29,Greed,0.0,5,0.0,416.552,14.228
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2024-12-30,Greed,0.0,10,0.0,2689.136,97.228
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-01-02,Greed,0.0,1,0.0,6904.95,265.81
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-01-03,Greed,0.0,3,0.0,1276.0366666666666,52.576666666666675
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-01-05,Greed,0.0,3,0.0,293.92,11.546666666666667
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-01-06,Extreme Greed,0.0,9,0.0,3444.866666666667,134.76
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-01-24,Extreme Greed,0.0,1,0.0,1995.67,86.58
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-01-25,Extreme Greed,0.0,5,0.0,4851.982,212.756
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-01-26,Greed,137.65314,24,0.3333333333333333,1847.5741666666665,1632.0891666666666
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-01-28,Greed,154.523936,16,0.5625,843.1,2.2388
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-02-02,Greed,0.0,13,0.0,658.0761538461538,2726.7
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-02-07,Fear,0.0,20,0.0,995.8705,782.405
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-02-10,Fear,0.0,3,0.0,6893.88,16099.666666666666
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-02-15,Neutral,0.0,3,0.0,347.32,60.93333333333334
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-02-16,Neutral,0.0,2,0.0,1319.01,1998.5
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-02-18,Neutral,0.0,3,0.0,122.85000000000001,194.66666666666666
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-02-21,Greed,0.0,4,0.0,268.1375,0.179475
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-02-22,Neutral,0.0,5,0.0,1050.914,599.64
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-02-25,Fear,18191.836855,39,1.0,1551.563076923077,82.75153846153846
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-02-26,Extreme Fear,8230.0,1,1.0,23710.0,10.0
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-02-27,Extreme Fear,2047.56016,4,1.0,1608.7575,86.96000000000001
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-03-01,Extreme Fear,0.0,5,0.0,679.278,3466.2
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-03-02,Fear,1500.782585,8,1.0,586.94625,31.76125
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-03-03,Fear,1924.009665,6,0.6666666666666666,1454.1816666666666,315.50166666666667
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-03-04,Extreme Fear,30923.459725,47,0.5531914893617021,1893.3753191489361,657.5882978723405
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-03-07,Fear,0.0,4,0.0,482.9225,206.525
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-03-09,Fear,0.0,3,0.0,92.74,0.156
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-03-10,Extreme Fear,-104.85499999999999,7,0.0,997.0814285714285,448.5628571428571
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-04-12,Fear,-1992.42873,4,0.0,1696.245,2244.425
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-04-13,Neutral,-221.505052,1,0.0,499.12,1468.0
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-04-14,Fear,293.20128,1,1.0,299.91,1868.0
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-04-15,Fear,44.03242,1,1.0,60.22,27.8
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-04-16,Fear,1006.3579,13,1.0,530.1346153846154,254.46153846153845
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-04-20,Fear,5090.88334,13,1.0,818.51,27808.96261538462
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-04-21,Fear,-3908.691318,3,0.3333333333333333,2050.8433333333332,888.4913333333334
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-02-14,Greed,84.2112,1,1.0,3000.7,544.0
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-02-15,Greed,22.8275,1,1.0,760.73,287.5
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-02-16,Greed,33.29354,5,0.8,889.8040000000001,30718.039999999997
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-02-17,Extreme Greed,112.63032899999999,3,0.6666666666666666,2817.3799999999997,4724.233333333334
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-02-18,Greed,5.28468,1,1.0,127.92,282.0
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-02-19,Extreme Greed,0.0,1,0.0,38924.6,5500.0
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-02-20,Greed,0.0,1,0.0,4713.43,7410.0
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-02-23,Extreme Greed,11.911018,1,1.0,305.36,125.3
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-02-26,Greed,20.19633,1,1.0,406.34,53.9
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-02-28,Extreme Greed,833.141894,1,1.0,25385.04,1563118.0
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-02-29,Extreme Greed,46.336801,1,1.0,1061.23,134.9
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-03-01,Extreme Greed,9.25908,2,0.5,5362.875,2047.5
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-03-04,Extreme Greed,293.10792200000003,5,0.6,11661.238000000001,268447.8
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-03-05,Extreme Greed,70.951345,2,1.0,876.9599999999999,17451.5
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-03-08,Extreme Greed,121.4626,1,1.0,2000.44,859.0
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-03-11,Extreme Greed,163.500173,2,1.0,1676.82,3012.05
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-03-14,Extreme Greed,0.478791,1,1.0,14.89,81.0
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-03-15,Extreme Greed,731.5572,1,1.0,15796.43,1941.5
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-03-20,Greed,15.249,1,1.0,444.52,390.0
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-03-24,Greed,0.0,1,0.0,11945.98,1266.9
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-03-26,Extreme Greed,136.42578,3,1.0,1130.8700000000001,141.8
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-03-27,Extreme Greed,-6.0562,1,0.0,997.52,1070.0
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-03-28,Extreme Greed,0.0,1,0.0,7768.85,199283.0
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-04-01,Extreme Greed,0.0,1,0.0,370.32,49173.0
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-04-05,Extreme Greed,12.77724,1,1.0,1247.52,434.6
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-04-12,Extreme Greed,15.199604,1,1.0,266.24,98.0
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-04-13,Greed,46.96285,2,0.5,1139.85,231.25
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-04-14,Greed,5.7618,1,1.0,293.62,297.0
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-04-15,Greed,126.96636,1,1.0,3999.71,4427.0
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-12-10,Extreme Greed,31.730002,4,1.0,223.0925,125.0525
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-12-11,Greed,71.78809000000001,4,0.5,955.23,718.6999999999999
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-12-15,Extreme Greed,3.57525,1,1.0,98.97,175.0
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-12-18,Extreme Greed,5.945,3,1.0,58.71,50.0
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-12-19,Extreme Greed,17.015466,5,0.8,1589.824,11194.8
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-12-20,Greed,43.0415,2,1.0,873.235,786.95
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-01-02,Greed,1.6984,1,1.0,45.45,80.0
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-01-07,Extreme Greed,34.11674,3,1.0,294.27,666.3333333333334
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-01-08,Greed,36.0464,1,1.0,976.72,693.2
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-01-13,Greed,297.00462,1,1.0,11198.23,14417.7
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-01-20,Extreme Greed,194.73609,6,1.0,883.7733333333332,6842.566666666667
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-01-22,Extreme Greed,23.91147,1,1.0,1993.49,3201.0
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-01-27,Greed,16.085524,1,1.0,1013.58,5782.0
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-01-29,Greed,1.103572,1,1.0,499.98,32458.0
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-01-30,Greed,29.606664999999996,3,1.0,247.59666666666666,1121.5
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-01-31,Extreme Greed,-2.3136529999999995,4,0.5,191.90750000000003,659.375
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-01,Greed,27.927,2,0.5,5864.29,29886.5
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-03,Fear,39.626191,6,1.0,239.12333333333333,641.415
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-04,Greed,26.849014,1,1.0,905.56,172.33
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-06,Neutral,59.268608,2,0.5,2423.48,185.35000000000002
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-07,Fear,0.903008,3,0.3333333333333333,13484.366666666667,905710.6666666666
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-09,Neutral,5.34,1,1.0,286.2,2000.0
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-12,Neutral,-593.929,3,0.0,939.5300000000001,2258.0
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-15,Neutral,0.0,1,0.0,16303.77,2633889.0
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-19,Fear,14.418727,3,0.6666666666666666,8093.373333333333,1361459.6666666667
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-21,Greed,6.057756,1,1.0,218.04,6876.0
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-03-03,Fear,0.0,1,0.0,12.99,2.0
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-03-08,Fear,12.235419,1,1.0,304.2,46879.0
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-03-11,Extreme Fear,13.425408,1,1.0,308.36,52443.0
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-03-15,Neutral,127.68,1,1.0,1618.8,114000.0
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-03-16,Fear,96.596,1,1.0,1657.57,6200.0
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-03-17,Fear,1.048194,1,1.0,15.35,53.1
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-03-22,Fear,291.92748900000004,3,1.0,526.01,15921.333333333334
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-03-24,Neutral,1.375053,1,1.0,35.35,149.3
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-04-12,Fear,226.82107000000002,3,1.0,1653.5866666666668,4881.0
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-04-19,Fear,0.0,1,0.0,365.42,152961.0
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-04-20,Fear,-0.05796,1,0.0,11.62,46.0
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-04-22,Neutral,3.370978,2,1.0,27.77,473.5
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-04-23,Greed,340.552278,2,0.5,15739.065,149826.0
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-04-26,Greed,13.778604,1,1.0,208.98,674.1
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,2025-04-09,Extreme Fear,4.7071000000000005,2,1.0,749.84,0.515
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,2025-04-11,Fear,11.581399999999999,4,0.5,733.3075,564.81925
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-01-31,Extreme Greed,0.0,1,0.0,499.72,227.6
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-04,Greed,0.0,1,0.0,18.39,12.5
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-10,Fear,0.0,1,0.0,499.67,340.7
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-03-19,Fear,0.0,1,0.0,354.9,473.2
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-03-29,Fear,893.769742,2,1.0,900.375,1461.65
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-04-06,Fear,497.638324,1,1.0,1123.01,2019.8
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-04-07,Extreme Fear,0.0,1,0.0,15.01,26.8
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-04-08,Extreme Fear,0.0,1,0.0,7261.58,0.09309
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-04-10,Fear,0.314055,1,1.0,12.35,0.00015
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-04-11,Fear,-433.058442,1,0.0,3000.33,27.03
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-04-18,Fear,0.0,2,0.0,2997.745,391.35
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-04-23,Greed,-82258.764412,6,0.8333333333333334,38122.77166666667,7203.866666666666
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2025-01-25,Extreme Greed,0.0,1,0.0,294.25,340.0
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2025-01-26,Greed,1811.975427,1,1.0,6213.05,5139.0
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2025-02-04,Greed,4657.058807,2,1.0,29990.975,762.955065
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2025-02-05,Neutral,13.85192,9,0.4444444444444444,903.8622222222223,34.89777777777778
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2025-02-06,Neutral,0.00738,3,0.3333333333333333,3579.5166666666664,144.62666666666667
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2025-02-09,Neutral,24.15,2,0.5,6535.929999999999,32.94
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2025-02-10,Fear,0.0,1,0.0,869.97,2.189
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2025-02-11,Neutral,-0.013412,3,0.0,1076.67,43.663333333333334
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2025-02-12,Neutral,135.951162,2,1.0,12391.419999999998,0.12750999999999998
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2025-02-14,Neutral,0.0,1,0.0,194.37,7.37
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2025-02-16,Neutral,0.0,3,0.0,663.1366666666668,25.689999999999998
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2025-02-17,Neutral,0.0,2,0.0,323.10499999999996,12.74
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2025-02-18,Neutral,0.0,1,0.0,749.78,29.44
0x8477e447846c758f5a675856001ea72298fd9cb5,2024-05-23,Extreme Greed,3.816384,3,0.3333333333333333,1646.9399999999998,20216.525766666666
0x8477e447846c758f5a675856001ea72298fd9cb5,2024-05-27,Greed,48.335913,1,1.0,2223.67,3626.1
0x8477e447846c758f5a675856001ea72298fd9cb5,2024-05-29,Greed,0.0,2,0.0,221.595,92.9
0x8477e447846c758f5a675856001ea72298fd9cb5,2024-06-03,Greed,7.254702,2,0.5,221.92,159.35000000000002
0x8477e447846c758f5a675856001ea72298fd9cb5,2024-06-06,Extreme Greed,5.130415,2,0.5,439.2,9.795
0x8477e447846c758f5a675856001ea72298fd9cb5,2024-06-10,Greed,0.0,1,0.0,554.85,126.4
0x8477e447846c758f5a675856001ea72298fd9cb5,2024-07-17,Greed,3.271075,4,0.5,1547.52,493.1
0x8477e447846c758f5a675856001ea72298fd9cb5,2024-07-20,Greed,0.0,1,0.0,558.23,112.6
0x8477e447846c758f5a675856001ea72298fd9cb5,2024-07-21,Greed,-0.215817,1,0.0,10.65,2.1
0x8477e447846c758f5a675856001ea72298fd9cb5,2024-07-22,Greed,-17.539986,1,0.0,281.34,52.1
0x8477e447846c758f5a675856001ea72298fd9cb5,2024-07-23,Greed,14.410336,1,1.0,554.76,112.3
0x8477e447846c758f5a675856001ea72298fd9cb5,2024-07-26,Greed,0.0,1,0.0,583.56,242.0
0x8477e447846c758f5a675856001ea72298fd9cb5,2024-08-09,Neutral,0.0,1,0.0,139.12,0.0518
0x8477e447846c758f5a675856001ea72298fd9cb5,2024-09-01,Fear,0.0,1,0.0,1500.1,999.0
0x8477e447846c758f5a675856001ea72298fd9cb5,2024-11-09,Extreme Greed,-0.00141,1,0.0,71.59,141.0
0x8477e447846c758f5a675856001ea72298fd9cb5,2024-11-12,Extreme Greed,0.0,2,0.0,1110.83,1409.006275
0x8477e447846c758f5a675856001ea72298fd9cb5,2024-11-22,Extreme Greed,0.0,1,0.0,510.84,1.98
0x8477e447846c758f5a675856001ea72298fd9cb5,2024-11-24,Extreme Greed,0.0,1,0.0,1109.86,433.1
0x8477e447846c758f5a675856001ea72298fd9cb5,2024-11-29,Extreme Greed,0.0,1,0.0,999.83,347.9
0x8477e447846c758f5a675856001ea72298fd9cb5,2024-11-30,Extreme Greed,0.0,1,0.0,111.55,32.5
0x8477e447846c758f5a675856001ea72298fd9cb5,2024-12-01,Extreme Greed,0.0,1,0.0,554.61,786.8
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-01-08,Greed,95.970696,4,0.5,965.5525,36.861485
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-01-09,Greed,0.0,1,0.0,221.89,71.9
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-01-10,Neutral,0.11855,2,0.5,5.67,0.28
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-01-16,Extreme Greed,-0.3725,1,0.0,49.94,0.0005
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-01-20,Extreme Greed,0.0,1,0.0,219.79,4.2
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-01-21,Extreme Greed,0.830386,2,0.5,294.655,409.4
